date_pr,date_gr,price_avg
1372/10/08,1993/12/29 00:00:00,2088.5
1372/10/09,1993/12/30 00:00:00,2088.5
1372/10/11,1994/01/01 00:00:00,2088.5
1372/10/12,1994/01/02 00:00:00,2088.5
1372/10/13,1994/01/03 00:00:00,2088.5
1372/10/14,1994/01/04 00:00:00,2088.5
1372/10/15,1994/01/05 00:00:00,2088.5
1372/10/16,1994/01/06 00:00:00,2088.5
1372/10/18,1994/01/08 00:00:00,2088.5
1372/10/19,1994/01/09 00:00:00,2088.5
1372/10/20,1994/01/10 00:00:00,2088.5
1372/10/21,1994/01/11 00:00:00,2088.5
1372/10/22,1994/01/12 00:00:00,2088.5
1372/10/23,1994/01/13 00:00:00,2088.5
1372/10/25,1994/01/15 00:00:00,2088.5
1372/10/26,1994/01/16 00:00:00,2088.5
1372/10/27,1994/01/17 00:00:00,2088.5
1372/10/28,1994/01/18 00:00:00,2088.5
1372/10/29,1994/01/19 00:00:00,2088.5
1372/10/30,1994/01/20 00:00:00,2088.5
1372/11/02,1994/01/22 00:00:00,2154.2
1372/11/03,1994/01/23 00:00:00,2154.2
1372/11/04,1994/01/24 00:00:00,2154.2
1372/11/05,1994/01/25 00:00:00,2154.2
1372/11/06,1994/01/26 00:00:00,2154.2
1372/11/07,1994/01/27 00:00:00,2154.2
1372/11/09,1994/01/29 00:00:00,2154.2
1372/11/10,1994/01/30 00:00:00,2154.2
1372/11/11,1994/01/31 00:00:00,2154.2
1372/11/12,1994/02/01 00:00:00,2154.2
1372/11/13,1994/02/02 00:00:00,2154.2
1372/11/14,1994/02/03 00:00:00,2154.2
1372/11/16,1994/02/05 00:00:00,2154.2
1372/11/17,1994/02/06 00:00:00,2154.2
1372/11/18,1994/02/07 00:00:00,2154.2
1372/11/19,1994/02/08 00:00:00,2154.2
1372/11/20,1994/02/09 00:00:00,2154.2
1372/11/21,1994/02/10 00:00:00,2154.2
1372/11/23,1994/02/12 00:00:00,2154.2
1372/11/24,1994/02/13 00:00:00,2154.2
1372/11/25,1994/02/14 00:00:00,2154.2
1372/11/26,1994/02/15 00:00:00,2154.2
1372/11/27,1994/02/16 00:00:00,2154.2
1372/11/28,1994/02/17 00:00:00,2154.2
1372/11/30,1994/02/19 00:00:00,2154.2
1372/12/01,1994/02/20 00:00:00,2451.8
1372/12/02,1994/02/21 00:00:00,2451.8
1372/12/03,1994/02/22 00:00:00,2451.8
1372/12/04,1994/02/23 00:00:00,2451.8
1372/12/05,1994/02/24 00:00:00,2451.8
1372/12/07,1994/02/26 00:00:00,2451.8
1372/12/08,1994/02/27 00:00:00,2451.8
1372/12/09,1994/02/28 00:00:00,2451.8
1372/12/10,1994/03/01 00:00:00,2451.8
1372/12/11,1994/03/02 00:00:00,2451.8
1372/12/12,1994/03/03 00:00:00,2451.8
1372/12/14,1994/03/05 00:00:00,2451.8
1372/12/15,1994/03/06 00:00:00,2451.8
1372/12/16,1994/03/07 00:00:00,2451.8
1372/12/17,1994/03/08 00:00:00,2451.8
1372/12/18,1994/03/09 00:00:00,2451.8
1372/12/19,1994/03/10 00:00:00,2451.8
1372/12/21,1994/03/12 00:00:00,2451.8
1372/12/22,1994/03/13 00:00:00,2451.8
1372/12/23,1994/03/14 00:00:00,2451.8
1372/12/24,1994/03/15 00:00:00,2451.8
1372/12/25,1994/03/16 00:00:00,2451.8
1372/12/26,1994/03/17 00:00:00,2451.8
1372/12/28,1994/03/19 00:00:00,2451.8
1372/12/29,1994/03/20 00:00:00,2451.8
1373/01/01,1994/03/21 00:00:00,2445.5
1373/01/02,1994/03/22 00:00:00,2445.5
1373/01/03,1994/03/23 00:00:00,2445.5
1373/01/04,1994/03/24 00:00:00,2445.5
1373/01/06,1994/03/26 00:00:00,2445.5
1373/01/07,1994/03/27 00:00:00,2445.5
1373/01/08,1994/03/28 00:00:00,2445.5
1373/01/09,1994/03/29 00:00:00,2445.5
1373/01/10,1994/03/30 00:00:00,2445.5
1373/01/11,1994/03/31 00:00:00,2445.5
1373/01/13,1994/04/02 00:00:00,2445.5
1373/01/14,1994/04/03 00:00:00,2445.5
1373/01/15,1994/04/04 00:00:00,2445.5
1373/01/16,1994/04/05 00:00:00,2445.5
1373/01/17,1994/04/06 00:00:00,2445.5
1373/01/18,1994/04/07 00:00:00,2445.5
1373/01/20,1994/04/09 00:00:00,2445.5
1373/01/21,1994/04/10 00:00:00,2445.5
1373/01/22,1994/04/11 00:00:00,2445.5
1373/01/23,1994/04/12 00:00:00,2445.5
1373/01/24,1994/04/13 00:00:00,2445.5
1373/01/25,1994/04/14 00:00:00,2445.5
1373/01/27,1994/04/16 00:00:00,2445.5
1373/01/28,1994/04/17 00:00:00,2445.5
1373/01/29,1994/04/18 00:00:00,2445.5
1373/01/30,1994/04/19 00:00:00,2445.5
1373/01/31,1994/04/20 00:00:00,2445.5
1373/02/01,1994/04/21 00:00:00,2658.0
1373/02/03,1994/04/23 00:00:00,2658.0
1373/02/04,1994/04/24 00:00:00,2658.0
1373/02/05,1994/04/25 00:00:00,2658.0
1373/02/06,1994/04/26 00:00:00,2658.0
1373/02/07,1994/04/27 00:00:00,2658.0
1373/02/08,1994/04/28 00:00:00,2658.0
1373/02/10,1994/04/30 00:00:00,2658.0
1373/02/11,1994/05/01 00:00:00,2658.0
1373/02/12,1994/05/02 00:00:00,2658.0
1373/02/13,1994/05/03 00:00:00,2658.0
1373/02/14,1994/05/04 00:00:00,2658.0
1373/02/15,1994/05/05 00:00:00,2658.0
1373/02/17,1994/05/07 00:00:00,2658.0
1373/02/18,1994/05/08 00:00:00,2658.0
1373/02/19,1994/05/09 00:00:00,2658.0
1373/02/20,1994/05/10 00:00:00,2658.0
1373/02/21,1994/05/11 00:00:00,2658.0
1373/02/22,1994/05/12 00:00:00,2658.0
1373/02/24,1994/05/14 00:00:00,2658.0
1373/02/25,1994/05/15 00:00:00,2658.0
1373/02/26,1994/05/16 00:00:00,2658.0
1373/02/27,1994/05/17 00:00:00,2658.0
1373/02/28,1994/05/18 00:00:00,2658.0
1373/02/29,1994/05/19 00:00:00,2658.0
1373/02/31,1994/05/21 00:00:00,2658.0
1373/03/01,1994/05/22 00:00:00,2686.3
1373/03/02,1994/05/23 00:00:00,2686.3
1373/03/03,1994/05/24 00:00:00,2686.3
1373/03/04,1994/05/25 00:00:00,2686.3
1373/03/05,1994/05/26 00:00:00,2686.3
1373/03/07,1994/05/28 00:00:00,2686.3
1373/03/08,1994/05/29 00:00:00,2686.3
1373/03/09,1994/05/30 00:00:00,2686.3
1373/03/10,1994/05/31 00:00:00,2686.3
1373/03/11,1994/06/01 00:00:00,2686.3
1373/03/12,1994/06/02 00:00:00,2686.3
1373/03/14,1994/06/04 00:00:00,2686.3
1373/03/15,1994/06/05 00:00:00,2686.3
1373/03/16,1994/06/06 00:00:00,2686.3
1373/03/17,1994/06/07 00:00:00,2686.3
1373/03/18,1994/06/08 00:00:00,2686.3
1373/03/19,1994/06/09 00:00:00,2686.3
1373/03/21,1994/06/11 00:00:00,2686.3
1373/03/22,1994/06/12 00:00:00,2686.3
1373/03/23,1994/06/13 00:00:00,2686.3
1373/03/24,1994/06/14 00:00:00,2686.3
1373/03/25,1994/06/15 00:00:00,2686.3
1373/03/26,1994/06/16 00:00:00,2686.3
1373/03/28,1994/06/18 00:00:00,2686.3
1373/03/29,1994/06/19 00:00:00,2686.3
1373/03/30,1994/06/20 00:00:00,2686.3
1373/03/31,1994/06/21 00:00:00,2686.3
1373/04/01,1994/06/22 00:00:00,2455.9
1373/04/02,1994/06/23 00:00:00,2455.9
1373/04/04,1994/06/25 00:00:00,2455.9
1373/04/05,1994/06/26 00:00:00,2455.9
1373/04/06,1994/06/27 00:00:00,2455.9
1373/04/07,1994/06/28 00:00:00,2455.9
1373/04/08,1994/06/29 00:00:00,2455.9
1373/04/09,1994/06/30 00:00:00,2455.9
1373/04/11,1994/07/02 00:00:00,2455.9
1373/04/12,1994/07/03 00:00:00,2455.9
1373/04/13,1994/07/04 00:00:00,2455.9
1373/04/14,1994/07/05 00:00:00,2455.9
1373/04/15,1994/07/06 00:00:00,2455.9
1373/04/16,1994/07/07 00:00:00,2455.9
1373/04/18,1994/07/09 00:00:00,2455.9
1373/04/19,1994/07/10 00:00:00,2455.9
1373/04/20,1994/07/11 00:00:00,2455.9
1373/04/21,1994/07/12 00:00:00,2455.9
1373/04/22,1994/07/13 00:00:00,2455.9
1373/04/23,1994/07/14 00:00:00,2455.9
1373/04/25,1994/07/16 00:00:00,2455.9
1373/04/26,1994/07/17 00:00:00,2455.9
1373/04/27,1994/07/18 00:00:00,2455.9
1373/04/28,1994/07/19 00:00:00,2455.9
1373/04/29,1994/07/20 00:00:00,2455.9
1373/04/30,1994/07/21 00:00:00,2455.9
1373/05/01,1994/07/23 00:00:00,2398.3
1373/05/02,1994/07/24 00:00:00,2398.3
1373/05/03,1994/07/25 00:00:00,2398.3
1373/05/04,1994/07/26 00:00:00,2398.3
1373/05/05,1994/07/27 00:00:00,2398.3
1373/05/06,1994/07/28 00:00:00,2398.3
1373/05/08,1994/07/30 00:00:00,2398.3
1373/05/09,1994/07/31 00:00:00,2398.3
1373/05/10,1994/08/01 00:00:00,2398.3
1373/05/11,1994/08/02 00:00:00,2398.3
1373/05/12,1994/08/03 00:00:00,2398.3
1373/05/13,1994/08/04 00:00:00,2398.3
1373/05/15,1994/08/06 00:00:00,2398.3
1373/05/16,1994/08/07 00:00:00,2398.3
1373/05/17,1994/08/08 00:00:00,2398.3
1373/05/18,1994/08/09 00:00:00,2398.3
1373/05/19,1994/08/10 00:00:00,2398.3
1373/05/20,1994/08/11 00:00:00,2398.3
1373/05/22,1994/08/13 00:00:00,2398.3
1373/05/23,1994/08/14 00:00:00,2398.3
1373/05/24,1994/08/15 00:00:00,2398.3
1373/05/25,1994/08/16 00:00:00,2398.3
1373/05/26,1994/08/17 00:00:00,2398.3
1373/05/27,1994/08/18 00:00:00,2398.3
1373/05/29,1994/08/20 00:00:00,2398.3
1373/05/30,1994/08/21 00:00:00,2398.3
1373/05/31,1994/08/22 00:00:00,2398.3
1373/06/01,1994/08/23 00:00:00,2507.1
1373/06/02,1994/08/24 00:00:00,2507.1
1373/06/03,1994/08/25 00:00:00,2507.1
1373/06/05,1994/08/27 00:00:00,2507.1
1373/06/06,1994/08/28 00:00:00,2507.1
1373/06/07,1994/08/29 00:00:00,2507.1
1373/06/08,1994/08/30 00:00:00,2507.1
1373/06/09,1994/08/31 00:00:00,2507.1
1373/06/10,1994/09/01 00:00:00,2507.1
1373/06/12,1994/09/03 00:00:00,2507.1
1373/06/13,1994/09/04 00:00:00,2507.1
1373/06/14,1994/09/05 00:00:00,2507.1
1373/06/15,1994/09/06 00:00:00,2507.1
1373/06/16,1994/09/07 00:00:00,2507.1
1373/06/17,1994/09/08 00:00:00,2507.1
1373/06/19,1994/09/10 00:00:00,2507.1
1373/06/20,1994/09/11 00:00:00,2507.1
1373/06/21,1994/09/12 00:00:00,2507.1
1373/06/22,1994/09/13 00:00:00,2507.1
1373/06/23,1994/09/14 00:00:00,2507.1
1373/06/24,1994/09/15 00:00:00,2507.1
1373/06/26,1994/09/17 00:00:00,2507.1
1373/06/27,1994/09/18 00:00:00,2507.1
1373/06/28,1994/09/19 00:00:00,2507.1
1373/06/29,1994/09/20 00:00:00,2507.1
1373/06/30,1994/09/21 00:00:00,2507.1
1373/06/31,1994/09/22 00:00:00,2507.1
1373/07/02,1994/09/24 00:00:00,2720.1
1373/07/03,1994/09/25 00:00:00,2720.1
1373/07/04,1994/09/26 00:00:00,2720.1
1373/07/05,1994/09/27 00:00:00,2720.1
1373/07/06,1994/09/28 00:00:00,2720.1
1373/07/07,1994/09/29 00:00:00,2720.1
1373/07/09,1994/10/01 00:00:00,2720.1
1373/07/10,1994/10/02 00:00:00,2720.1
1373/07/11,1994/10/03 00:00:00,2720.1
1373/07/12,1994/10/04 00:00:00,2720.1
1373/07/13,1994/10/05 00:00:00,2720.1
1373/07/14,1994/10/06 00:00:00,2720.1
1373/07/16,1994/10/08 00:00:00,2720.1
1373/07/17,1994/10/09 00:00:00,2720.1
1373/07/18,1994/10/10 00:00:00,2720.1
1373/07/19,1994/10/11 00:00:00,2720.1
1373/07/20,1994/10/12 00:00:00,2720.1
1373/07/21,1994/10/13 00:00:00,2720.1
1373/07/23,1994/10/15 00:00:00,2720.1
1373/07/24,1994/10/16 00:00:00,2720.1
1373/07/25,1994/10/17 00:00:00,2720.1
1373/07/26,1994/10/18 00:00:00,2720.1
1373/07/27,1994/10/19 00:00:00,2720.1
1373/07/28,1994/10/20 00:00:00,2720.1
1373/07/30,1994/10/22 00:00:00,2720.1
1373/08/01,1994/10/23 00:00:00,2728.0
1373/08/02,1994/10/24 00:00:00,2728.0
1373/08/03,1994/10/25 00:00:00,2728.0
1373/08/04,1994/10/26 00:00:00,2728.0
1373/08/05,1994/10/27 00:00:00,2728.0
1373/08/07,1994/10/29 00:00:00,2728.0
1373/08/08,1994/10/30 00:00:00,2728.0
1373/08/09,1994/10/31 00:00:00,2728.0
1373/08/10,1994/11/01 00:00:00,2728.0
1373/08/11,1994/11/02 00:00:00,2728.0
1373/08/12,1994/11/03 00:00:00,2728.0
1373/08/14,1994/11/05 00:00:00,2728.0
1373/08/15,1994/11/06 00:00:00,2728.0
1373/08/16,1994/11/07 00:00:00,2728.0
1373/08/17,1994/11/08 00:00:00,2728.0
1373/08/18,1994/11/09 00:00:00,2728.0
1373/08/19,1994/11/10 00:00:00,2728.0
1373/08/21,1994/11/12 00:00:00,2728.0
1373/08/22,1994/11/13 00:00:00,2728.0
1373/08/23,1994/11/14 00:00:00,2728.0
1373/08/24,1994/11/15 00:00:00,2728.0
1373/08/25,1994/11/16 00:00:00,2728.0
1373/08/26,1994/11/17 00:00:00,2728.0
1373/08/28,1994/11/19 00:00:00,2728.0
1373/08/29,1994/11/20 00:00:00,2728.0
1373/08/30,1994/11/21 00:00:00,2728.0
1373/09/01,1994/11/22 00:00:00,2608.2
1373/09/02,1994/11/23 00:00:00,2608.2
1373/09/03,1994/11/24 00:00:00,2608.2
1373/09/05,1994/11/26 00:00:00,2608.2
1373/09/06,1994/11/27 00:00:00,2608.2
1373/09/07,1994/11/28 00:00:00,2608.2
1373/09/08,1994/11/29 00:00:00,2608.2
1373/09/09,1994/11/30 00:00:00,2608.2
1373/09/10,1994/12/01 00:00:00,2608.2
1373/09/12,1994/12/03 00:00:00,2608.2
1373/09/13,1994/12/04 00:00:00,2608.2
1373/09/14,1994/12/05 00:00:00,2608.2
1373/09/15,1994/12/06 00:00:00,2608.2
1373/09/16,1994/12/07 00:00:00,2608.2
1373/09/17,1994/12/08 00:00:00,2608.2
1373/09/19,1994/12/10 00:00:00,2608.2
1373/09/20,1994/12/11 00:00:00,2608.2
1373/09/21,1994/12/12 00:00:00,2608.2
1373/09/22,1994/12/13 00:00:00,2608.2
1373/09/23,1994/12/14 00:00:00,2608.2
1373/09/24,1994/12/15 00:00:00,2608.2
1373/09/26,1994/12/17 00:00:00,2608.2
1373/09/27,1994/12/18 00:00:00,2608.2
1373/09/28,1994/12/19 00:00:00,2608.2
1373/09/29,1994/12/20 00:00:00,2608.2
1373/09/30,1994/12/21 00:00:00,2608.2
1373/10/01,1994/12/22 00:00:00,2370.0
1373/10/03,1994/12/24 00:00:00,2370.0
1373/10/04,1994/12/25 00:00:00,2370.0
1373/10/05,1994/12/26 00:00:00,2370.0
1373/10/06,1994/12/27 00:00:00,2370.0
1373/10/07,1994/12/28 00:00:00,2370.0
1373/10/08,1994/12/29 00:00:00,2370.0
1373/10/10,1994/12/31 00:00:00,2370.0
1373/10/11,1995/01/01 00:00:00,2370.0
1373/10/12,1995/01/02 00:00:00,2370.0
1373/10/13,1995/01/03 00:00:00,2370.0
1373/10/14,1995/01/04 00:00:00,2370.0
1373/10/15,1995/01/05 00:00:00,2370.0
1373/10/17,1995/01/07 00:00:00,2370.0
1373/10/18,1995/01/08 00:00:00,2370.0
1373/10/19,1995/01/09 00:00:00,2370.0
1373/10/20,1995/01/10 00:00:00,2370.0
1373/10/21,1995/01/11 00:00:00,2370.0
1373/10/22,1995/01/12 00:00:00,2370.0
1373/10/24,1995/01/14 00:00:00,2370.0
1373/10/25,1995/01/15 00:00:00,2370.0
1373/10/26,1995/01/16 00:00:00,2370.0
1373/10/27,1995/01/17 00:00:00,2370.0
1373/10/28,1995/01/18 00:00:00,2370.0
1373/10/29,1995/01/19 00:00:00,2370.0
1373/11/01,1995/01/21 00:00:00,2680.0
1373/11/02,1995/01/22 00:00:00,2680.0
1373/11/03,1995/01/23 00:00:00,2680.0
1373/11/04,1995/01/24 00:00:00,2680.0
1373/11/05,1995/01/25 00:00:00,2680.0
1373/11/06,1995/01/26 00:00:00,2680.0
1373/11/08,1995/01/28 00:00:00,2680.0
1373/11/09,1995/01/29 00:00:00,2680.0
1373/11/10,1995/01/30 00:00:00,2680.0
1373/11/11,1995/01/31 00:00:00,2680.0
1373/11/12,1995/02/01 00:00:00,2680.0
1373/11/13,1995/02/02 00:00:00,2680.0
1373/11/15,1995/02/04 00:00:00,2680.0
1373/11/16,1995/02/05 00:00:00,2680.0
1373/11/17,1995/02/06 00:00:00,2680.0
1373/11/18,1995/02/07 00:00:00,2680.0
1373/11/19,1995/02/08 00:00:00,2680.0
1373/11/20,1995/02/09 00:00:00,2680.0
1373/11/22,1995/02/11 00:00:00,2680.0
1373/11/23,1995/02/12 00:00:00,2680.0
1373/11/24,1995/02/13 00:00:00,2680.0
1373/11/25,1995/02/14 00:00:00,2680.0
1373/11/26,1995/02/15 00:00:00,2680.0
1373/11/27,1995/02/16 00:00:00,2680.0
1373/11/29,1995/02/18 00:00:00,2680.0
1373/11/30,1995/02/19 00:00:00,2680.0
1373/12/01,1995/02/20 00:00:00,3521.7
1373/12/02,1995/02/21 00:00:00,3521.7
1373/12/03,1995/02/22 00:00:00,3521.7
1373/12/04,1995/02/23 00:00:00,3521.7
1373/12/06,1995/02/25 00:00:00,3521.7
1373/12/07,1995/02/26 00:00:00,3521.7
1373/12/08,1995/02/27 00:00:00,3521.7
1373/12/09,1995/02/28 00:00:00,3521.7
1373/12/10,1995/03/01 00:00:00,3521.7
1373/12/11,1995/03/02 00:00:00,3521.7
1373/12/13,1995/03/04 00:00:00,3521.7
1373/12/14,1995/03/05 00:00:00,3521.7
1373/12/15,1995/03/06 00:00:00,3521.7
1373/12/16,1995/03/07 00:00:00,3521.7
1373/12/17,1995/03/08 00:00:00,3521.7
1373/12/18,1995/03/09 00:00:00,3521.7
1373/12/20,1995/03/11 00:00:00,3521.7
1373/12/21,1995/03/12 00:00:00,3521.7
1373/12/22,1995/03/13 00:00:00,3521.7
1373/12/23,1995/03/14 00:00:00,3521.7
1373/12/24,1995/03/15 00:00:00,3521.7
1373/12/25,1995/03/16 00:00:00,3521.7
1373/12/27,1995/03/18 00:00:00,3521.7
1373/12/28,1995/03/19 00:00:00,3521.7
1373/12/29,1995/03/20 00:00:00,3521.7
1374/01/01,1995/03/21 00:00:00,4263.1
1374/01/02,1995/03/22 00:00:00,4263.1
1374/01/03,1995/03/23 00:00:00,4263.1
1374/01/05,1995/03/25 00:00:00,4263.1
1374/01/06,1995/03/26 00:00:00,4263.1
1374/01/07,1995/03/27 00:00:00,4263.1
1374/01/08,1995/03/28 00:00:00,4263.1
1374/01/09,1995/03/29 00:00:00,4263.1
1374/01/10,1995/03/30 00:00:00,4263.1
1374/01/12,1995/04/01 00:00:00,4263.1
1374/01/13,1995/04/02 00:00:00,4263.1
1374/01/14,1995/04/03 00:00:00,4263.1
1374/01/15,1995/04/04 00:00:00,4263.1
1374/01/16,1995/04/05 00:00:00,4263.1
1374/01/17,1995/04/06 00:00:00,4263.1
1374/01/19,1995/04/08 00:00:00,4263.1
1374/01/20,1995/04/09 00:00:00,4263.1
1374/01/21,1995/04/10 00:00:00,4263.1
1374/01/22,1995/04/11 00:00:00,4263.1
1374/01/23,1995/04/12 00:00:00,4263.1
1374/01/24,1995/04/13 00:00:00,4263.1
1374/01/26,1995/04/15 00:00:00,4263.1
1374/01/27,1995/04/16 00:00:00,4263.1
1374/01/28,1995/04/17 00:00:00,4263.1
1374/01/29,1995/04/18 00:00:00,4263.1
1374/01/30,1995/04/19 00:00:00,4263.1
1374/01/31,1995/04/20 00:00:00,4263.1
1374/02/02,1995/04/22 00:00:00,5117.9
1374/02/03,1995/04/23 00:00:00,5117.9
1374/02/04,1995/04/24 00:00:00,5117.9
1374/02/05,1995/04/25 00:00:00,5117.9
1374/02/06,1995/04/26 00:00:00,5117.9
1374/02/07,1995/04/27 00:00:00,5117.9
1374/02/09,1995/04/29 00:00:00,5117.9
1374/02/10,1995/04/30 00:00:00,5117.9
1374/02/11,1995/05/01 00:00:00,5117.9
1374/02/12,1995/05/02 00:00:00,5117.9
1374/02/13,1995/05/03 00:00:00,5117.9
1374/02/14,1995/05/04 00:00:00,5117.9
1374/02/16,1995/05/06 00:00:00,5117.9
1374/02/17,1995/05/07 00:00:00,5117.9
1374/02/18,1995/05/08 00:00:00,5117.9
1374/02/19,1995/05/09 00:00:00,5117.9
1374/02/20,1995/05/10 00:00:00,5117.9
1374/02/21,1995/05/11 00:00:00,5117.9
1374/02/23,1995/05/13 00:00:00,5117.9
1374/02/24,1995/05/14 00:00:00,5117.9
1374/02/25,1995/05/15 00:00:00,5117.9
1374/02/26,1995/05/16 00:00:00,5117.9
1374/02/27,1995/05/17 00:00:00,5117.9
1374/02/28,1995/05/18 00:00:00,5117.9
1374/02/30,1995/05/20 00:00:00,5117.9
1374/02/31,1995/05/21 00:00:00,5117.9
1374/03/01,1995/05/22 00:00:00,4181.4
1374/03/02,1995/05/23 00:00:00,4181.4
1374/03/03,1995/05/24 00:00:00,4181.4
1374/03/04,1995/05/25 00:00:00,4181.4
1374/03/06,1995/05/27 00:00:00,4181.4
1374/03/07,1995/05/28 00:00:00,4181.4
1374/03/08,1995/05/29 00:00:00,4181.4
1374/03/09,1995/05/30 00:00:00,4181.4
1374/03/10,1995/05/31 00:00:00,4181.4
1374/03/11,1995/06/01 00:00:00,4181.4
1374/03/13,1995/06/03 00:00:00,4181.4
1374/03/14,1995/06/04 00:00:00,4181.4
1374/03/15,1995/06/05 00:00:00,4181.4
1374/03/16,1995/06/06 00:00:00,4181.4
1374/03/17,1995/06/07 00:00:00,4181.4
1374/03/18,1995/06/08 00:00:00,4181.4
1374/03/20,1995/06/10 00:00:00,4181.4
1374/03/21,1995/06/11 00:00:00,4181.4
1374/03/22,1995/06/12 00:00:00,4181.4
1374/03/23,1995/06/13 00:00:00,4181.4
1374/03/24,1995/06/14 00:00:00,4181.4
1374/03/25,1995/06/15 00:00:00,4181.4
1374/03/27,1995/06/17 00:00:00,4181.4
1374/03/28,1995/06/18 00:00:00,4181.4
1374/03/29,1995/06/19 00:00:00,4181.4
1374/03/30,1995/06/20 00:00:00,4181.4
1374/03/31,1995/06/21 00:00:00,4181.4
1374/04/01,1995/06/22 00:00:00,3575.3
1374/04/03,1995/06/24 00:00:00,3575.3
1374/04/04,1995/06/25 00:00:00,3575.3
1374/04/05,1995/06/26 00:00:00,3575.3
1374/04/06,1995/06/27 00:00:00,3575.3
1374/04/07,1995/06/28 00:00:00,3575.3
1374/04/08,1995/06/29 00:00:00,3575.3
1374/04/10,1995/07/01 00:00:00,3575.3
1374/04/11,1995/07/02 00:00:00,3575.3
1374/04/12,1995/07/03 00:00:00,3575.3
1374/04/13,1995/07/04 00:00:00,3575.3
1374/04/14,1995/07/05 00:00:00,3575.3
1374/04/15,1995/07/06 00:00:00,3575.3
1374/04/17,1995/07/08 00:00:00,3575.3
1374/04/18,1995/07/09 00:00:00,3575.3
1374/04/19,1995/07/10 00:00:00,3575.3
1374/04/20,1995/07/11 00:00:00,3575.3
1374/04/21,1995/07/12 00:00:00,3575.3
1374/04/22,1995/07/13 00:00:00,3575.3
1374/04/24,1995/07/15 00:00:00,3575.3
1374/04/25,1995/07/16 00:00:00,3575.3
1374/04/26,1995/07/17 00:00:00,3575.3
1374/04/27,1995/07/18 00:00:00,3575.3
1374/04/28,1995/07/19 00:00:00,3575.3
1374/04/29,1995/07/20 00:00:00,3575.3
1374/04/31,1995/07/22 00:00:00,3575.3
1374/05/01,1995/07/23 00:00:00,3680.3
1374/05/02,1995/07/24 00:00:00,3680.3
1374/05/03,1995/07/25 00:00:00,3680.3
1374/05/04,1995/07/26 00:00:00,3680.3
1374/05/05,1995/07/27 00:00:00,3680.3
1374/05/07,1995/07/29 00:00:00,3680.3
1374/05/08,1995/07/30 00:00:00,3680.3
1374/05/09,1995/07/31 00:00:00,3680.3
1374/05/10,1995/08/01 00:00:00,3680.3
1374/05/11,1995/08/02 00:00:00,3680.3
1374/05/12,1995/08/03 00:00:00,3680.3
1374/05/14,1995/08/05 00:00:00,3680.3
1374/05/15,1995/08/06 00:00:00,3680.3
1374/05/16,1995/08/07 00:00:00,3680.3
1374/05/17,1995/08/08 00:00:00,3680.3
1374/05/18,1995/08/09 00:00:00,3680.3
1374/05/19,1995/08/10 00:00:00,3680.3
1374/05/21,1995/08/12 00:00:00,3680.3
1374/05/22,1995/08/13 00:00:00,3680.3
1374/05/23,1995/08/14 00:00:00,3680.3
1374/05/24,1995/08/15 00:00:00,3680.3
1374/05/25,1995/08/16 00:00:00,3680.3
1374/05/26,1995/08/17 00:00:00,3680.3
1374/05/28,1995/08/19 00:00:00,3680.3
1374/05/29,1995/08/20 00:00:00,3680.3
1374/05/30,1995/08/21 00:00:00,3680.3
1374/05/31,1995/08/22 00:00:00,3680.3
1374/06/01,1995/08/23 00:00:00,3953.5
1374/06/02,1995/08/24 00:00:00,3953.5
1374/06/04,1995/08/26 00:00:00,3953.5
1374/06/05,1995/08/27 00:00:00,3953.5
1374/06/06,1995/08/28 00:00:00,3953.5
1374/06/07,1995/08/29 00:00:00,3953.5
1374/06/08,1995/08/30 00:00:00,3953.5
1374/06/09,1995/08/31 00:00:00,3953.5
1374/06/11,1995/09/02 00:00:00,3953.5
1374/06/12,1995/09/03 00:00:00,3953.5
1374/06/13,1995/09/04 00:00:00,3953.5
1374/06/14,1995/09/05 00:00:00,3953.5
1374/06/15,1995/09/06 00:00:00,3953.5
1374/06/16,1995/09/07 00:00:00,3953.5
1374/06/18,1995/09/09 00:00:00,3953.5
1374/06/19,1995/09/10 00:00:00,3953.5
1374/06/20,1995/09/11 00:00:00,3953.5
1374/06/21,1995/09/12 00:00:00,3953.5
1374/06/22,1995/09/13 00:00:00,3953.5
1374/06/23,1995/09/14 00:00:00,3953.5
1374/06/25,1995/09/16 00:00:00,3953.5
1374/06/26,1995/09/17 00:00:00,3953.5
1374/06/27,1995/09/18 00:00:00,3953.5
1374/06/28,1995/09/19 00:00:00,3953.5
1374/06/29,1995/09/20 00:00:00,3953.5
1374/06/30,1995/09/21 00:00:00,3953.5
1374/07/01,1995/09/23 00:00:00,3862.9
1374/07/02,1995/09/24 00:00:00,3862.9
1374/07/03,1995/09/25 00:00:00,3862.9
1374/07/04,1995/09/26 00:00:00,3862.9
1374/07/05,1995/09/27 00:00:00,3862.9
1374/07/06,1995/09/28 00:00:00,3862.9
1374/07/08,1995/09/30 00:00:00,3862.9
1374/07/09,1995/10/01 00:00:00,3862.9
1374/07/10,1995/10/02 00:00:00,3862.9
1374/07/11,1995/10/03 00:00:00,3862.9
1374/07/12,1995/10/04 00:00:00,3862.9
1374/07/13,1995/10/05 00:00:00,3862.9
1374/07/15,1995/10/07 00:00:00,3862.9
1374/07/16,1995/10/08 00:00:00,3862.9
1374/07/17,1995/10/09 00:00:00,3862.9
1374/07/18,1995/10/10 00:00:00,3862.9
1374/07/19,1995/10/11 00:00:00,3862.9
