manufactor,name,ename,aprice,sprice,laptop_size,laptop_weight,laptop_type,Screen_size,Screen_type,Screen_resolution,CPU_manufacturer,CPU_series,CPU_model,CPU_frequency,cache_memory,RAM,RAM_type,hard_disk,internal_memory,graphic_manufacturer,graphic_model,graphic_memory,Laptop_id
apple,"
لپ تاپ اپل 13.6 اینچی مدل Apple MacBook Air 2022 Midnight MLY43  پردازنده M2 رم 8GB حافظه 512GB SSD گرافیک 10Core GPU
","
Apple MacBook Air 2022 Midnight MLY43 M2 8GB 512GB SSD 10-Core GPU 13.6 inch Laptop
",52400000,52500000,30.41x21.24x1.11 سانتی ‌متر,1.24,مک‌بوک,13.6,13.6inch (diagonal) LED-backlit display with IPS technology ,1600 * 2560,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,512 گیگابایت,SSD,Apple,10 هسته ای,,125332
apple,"
لپ تاپ اپل 13.6 اینچی مدل Apple MacBook Air 2022 Starlight MLY23 پردازنده M2 رم 8GB حافظه 512GB SSD گرافیک 10Core GPU
","
Apple MacBook Air 2022 Starlight MLY23 M2 8GB 512GB SSD 10-Core GPU 13.6 inch Laptop
",50750000,50850000,30.41x21.24x1.11 سانتی ‌متر,1.24,مک‌بوک,13.6,13.6inch (diagonal) LED-backlit display with IPS technology ,1600 * 2560,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,512 گیگابایت,SSD,Apple,10 هسته ای,,125333
apple,"
لپ تاپ اپل 13.6 اینچی مدل Apple MacBook Air 2022 Space Gray MLXX3 پردازنده M2 رم 8GB حافظه 512GB SSD گرافیک 10Core GPU
","
Apple MacBook Air 2022 Space Gray MLXX3 M2 8GB 512GB SSD 10-Core GPU 13.6 inch Laptop
",100000000,75599000,30.41x21.24x1.11 سانتی ‌متر,1.24,مک‌بوک,13.6,13.6inch (diagonal) LED-backlit display with IPS technology ,1600 * 2560,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,512 گیگابایت,SSD,Apple,10 هسته ای,,125334
apple,"
لپ تاپ اپل 13.6 اینچی مدل Apple MacBook Air 2022 Silver MLY03 پردازنده M2 رم 8GB حافظه 512GB SSD گرافیک 10Core GPU
","
Apple MacBook Air 2022 Silver MLY03 M2 8GB 512GB SSD 10-Core GPU 13.6 inch Laptop
",84350000,47180000,30.41x21.24x1.11 سانتی ‌متر,1.24,مک‌بوک,13.6,13.6inch (diagonal) LED-backlit display with IPS technology ,1600 * 2560,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,512 گیگابایت,SSD,Apple,10 هسته ای,,125335
apple,"
لپ تاپ 16 اینچ اپل MacBook Pro 16-inch CTO Core i7 32GB RAM 512GB SSD 4GB GPU دارای تاچ بار
","
MacBook Pro 16-inch CTO Core i7 32GB RAM 512GB SSD 4GB GPU with Touch Bar and Retina Display Laptop
",67864000,67999000,16 * 245 * 357 میلیمتر,,مک‌بوک,,Retina displayLED‑backlit display with IPS,3072‑by‑1920 native resolution at 226 pixels ,INTEL,Core i7,2.6 گیگا هرتز,4.5 گیگاهرتز,,32 گیگابایت,DDR4,512 گیگابایت,SSD,AMD,AMD Radeon Pro 5300M with 4GB of GDDR6Intel UHD Graphics 630,4 گیگابایت,132034
apple,"
لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Midnight MQKW3  پردازنده M2 رم 8GB حافظه 256GB SSD
","
Apple MacBook Air 2023 Midnight MQKW3 M2 8GB 256GB SSD 15-inch Laptop
",44750000,74200000,1.15x34.04x23.76 سانتی ‌متر,1.51,مک‌بوک,,15.3inch Liquid Retina display with True Tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,256 گیگابایت,SSD,Apple,10-core GPU,,132893
apple,"
لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Space Gray MQKP3  پردازنده M2 رم 8GB حافظه 256GB SSD
","
Apple MacBook Air 2023 Space Gray MQKP3 M2 8GB 256GB SSD 15-inch Laptop
",59500000,60500000,1.15x34.04x23.76 سانتی ‌متر,1.51,مک‌بوک,,15.3inch Liquid Retina display with True Tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,256 گیگابایت,SSD,Apple,10-core GPU,,132894
apple,"
لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Silver MQKR3  پردازنده M2 رم 8GB حافظه 256GB SSD
","
Apple MacBook Air 2023 Silver MQKR3 M2 8GB 256GB SSD 15-inch Laptop
",46075000,46300000,1.15x34.04x23.76 سانتی ‌متر,1.51,مک‌بوک,,15.3inch Liquid Retina display with True Tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,256 گیگابایت,SSD,Apple,10-core GPU,,132895
apple,"
لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Starlight MQKU3  پردازنده M2 رم 8GB حافظه 256GB SSD
","
Apple MacBook Air 2023 Starlight MQKU3 M2 8GB 256GB SSD 15-inch Laptop
",61300000,62300000,1.15x34.04x23.76 سانتی ‌متر,1.51,مک‌بوک,,15.3inch Liquid Retina display with True Tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,256 گیگابایت,SSD,Apple,10-core GPU,,132896
apple,"
لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Silver MQKT3 پردازنده M2 رم 8GB حافظه 512GB SSD
","
Apple MacBook Air 2023 Silver MQKT3 M2 8GB 512GB SSD 15-inch Laptop
",66800000,67800000,1.15x34.04x23.76 سانتی ‌متر,1.51,مک‌بوک,,15.3inch Liquid Retina display with True Tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,512 گیگابایت,SSD,Apple,10-core GPU,,132898
apple,"
لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Starlight MQKV3 پردازنده M2 رم 8GB حافظه 512GB SSD
","
Apple MacBook Air 2023 Starlight MQKV3 M2 8GB 512GB SSD 15-inch Laptop
",107888000,108888000,1.15x34.04x23.76 سانتی ‌متر,1.51,مک‌بوک,,15.3inch Liquid Retina display with True Tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,512 گیگابایت,SSD,Apple,10-core GPU,,132899
apple,"
لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Midnight MQKX3 پردازنده M2 رم 8GB حافظه 512GB SSD
","
Apple MacBook Air 2023 Midnight MQKX3 M2 8GB 512GB SSD 15-inch Laptop
",64355000,65355000,1.15x34.04x23.76 سانتی ‌متر,1.51,مک‌بوک,,15.3inch Liquid Retina display with True Tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,,,8 گیگابایت,unified memory,512 گیگابایت,SSD,Apple,10-core GPU,,132900
apple,"
لپ تاپ اپل مک بوک ایر مدل MQD32
","
MacBook Air 2017 MQD32 13.3 inch Laptop
",42200000,42650000,18 * 226 * 325 میلیمتر,1.34,مک‌بوک,13.3,900 * 1440,,INTEL,Core i5,1.8 گیگاهرتز,2.9 گیگا هرتز,,8 گیگابایت,DDR3,128 گیگابایت,SSD,Intel,HD Graphics 6000,,51807
apple,"
لپ تاپ اپل مک بوک پرو 2019 مدل MUHN2 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 2019 MUHN2 Core i5 13 inch with Touch Bar and Retina Display Laptop
",16800000,17000000,15 * 213 * 305 میلیمتر,1.37,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,1.4 گیگاهرتز,3.9 گیگاهرتز,,8 گیگابایت,2133 مگا هرتز,128 گیگابایت,SSD,Intel,Intel Iris Plus Graphics 645,,73494
apple,"
لپ تاپ اپل مک بوک پرو 2019 مدل MV912 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 2019  MV912 Core i9 15.4 inch with Touch Bar and Retina Display Laptop
",42249000,42499000,15 * 240 * 349 میلیمتر,1.83,مک‌بوک,15.4,IPS LCD,1800 * 2880,INTEL,Core i9,2.3 گیگا هرتز,4.8 گیگاهرتز,,16 گیگابایت,DDR4,512 گیگابایت,SSD,AMD,Radeon Pro 560X GDDR5 ,4 گیگابایت,71664
apple,"
لپ تاپ 16 اینچ اپل مک بوک پرو 2019 مدل MVVJ2 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 16-inch MVVJ2 Core i7 with Touch Bar and Retina Display Laptop
",97500000,99000000,16 * 245 * 357 میلیمتر,,مک‌بوک,,Retina displayLED‑backlit display with IPS,3072‑by‑1920 native resolution at 226 pixels ,INTEL,Core i7,2.6 گیگا هرتز,4.5 گیگاهرتز,,16 گیگابایت,DDR4,512 گیگابایت,SSD,AMD,AMD Radeon Pro 5300M with 4GB of GDDR6Intel UHD Graphics 630,4 گیگابایت,87057
apple,"
لپ تاپ اپل مک بوک پرو مدل MPXT2 دارای صفحه نمایش رتینا
","
MacBook Pro 2017 MPXT2 13 inch with Retina Display Laptop
",18750000,20599000,15 * 213 * 305 میلیمتر,1.37,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,2.3 گیگا هرتز,3.6 گیگاهرتز,,8 گیگابایت,DDR3,256 گیگابایت,SSD,Intel,Iris Plus Graphics 640,,51799
apple,"
لپ تاپ اپل مک بوک پرو مدل MR932 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 2018 MR932 15.4 inch with Touch Bar and Retina Display Laptop
",24610000,24910000,15 * 241 * 351 میلیمتر,1.82,مک‌بوک,15.4,IPS LCD,1800 * 2880,INTEL,Core i7,2.2 گیگا هرتز,4.1 گیگاهرتز,,16 گیگابایت,DDR4,256 گیگابایت,SSD,AMD,Radeon Pro 555X GDDR5,4 گیگابایت,66954
apple,"
لپ تاپ اپل مک بوک پرو مدل MPXQ2 دارای صفحه نمایش رتینا
","
MacBook Pro 2017 MPXQ2 13 inch with Retina Display Laptop
",15500000,51200000,15 * 213 * 305 میلیمتر,1.37,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,2.3 گیگا هرتز,3.6 گیگاهرتز,,8 گیگابایت,DDR3,128 گیگابایت,SSD,Intel,Iris Plus Graphics 640,,51665
apple,"
لپ تاپ اپل مک بوک ایر مدل MQD42
","
MacBook Air 2017 MQD42 13.3 inch Laptop
",27774000,27899000,18 * 226 * 325 میلیمتر,1.34,مک‌بوک,13.3,900 * 1440,,INTEL,Core i5,1.8 گیگاهرتز,2.9 گیگا هرتز,,8 گیگابایت,DDR3,256 گیگابایت,SSD,Intel,HD Graphics 6000,,51808
apple,"
لپ تاپ اپل مک بوک ایر 2019 مدل MVFH2
","
MacBook Air 2019 MVFH2 13.3 inch with Retina Display Laptop
",119000000,120000000,305 * 15 * 305 میلیمتر,1.25,مک‌بوک,13.3,IPS,1600 * 2560,INTEL,Core i5,1.6 گیگاهرتز,3.6 گیگاهرتز,,8 گیگابایت,DDR3,128 گیگابایت,SSD,Intel,UHD Graphics 617,,73135
apple,"
لپ تاپ اپل مک بوک پرو 2019 مدل MUHP2 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 2019 MUHP2 Core i5 13 inch with Touch Bar and Retina Display Laptop
",28474000,28599000,15 * 213 * 305 میلیمتر,1.37,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,1.4 گیگاهرتز,3.9 گیگاهرتز,,8 گیگابایت,2133 مگا هرتز,256 گیگابایت,SSD,AMD,Intel Iris Plus Graphics 645,,74293
apple,"
لپ تاپ اپل مک بوک پرو مدل MR942 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 2018  MR942 15.4 inch with Touch Bar and Retina Display Laptop
",80300000,81300000,15 * 241 * 351 میلیمتر,1.82,مک‌بوک,15.4,IPS LCD,1800 * 2880,INTEL,Core i7,2.6 گیگا هرتز,4.3 گیگاهرتز,,16 گیگابایت,DDR4,512 گیگابایت,SSD,AMD,Radeon Pro 560X GDDR5,4 گیگابایت,66953
apple,"
لپ تاپ اپل مک بوک ایر 2019 مدل MVFJ2
","
MacBook Air 2019 MVFJ2 13.3 inch with Retina Display Laptop
",88300000,88400000,305 * 15 * 305 میلیمتر,1.25,مک‌بوک,13.3,IPS,1600 * 2560,INTEL,Core i5,1.6 گیگاهرتز,3.6 گیگاهرتز,,8 گیگابایت,2133 مگا هرتز,256 گیگابایت,SSD,Intel,UHD Graphics 617,,73546
apple,"
لپ تاپ اپل مک بوک پرو 2019 مدل MV962 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 2019  MV962 Core i5 13 inch with Touch Bar and Retina Display Laptop
",15299000,16299000,15 * 213 * 305 میلیمتر,1.37,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,2.4 گیگا هرتز,4.1 گیگاهرتز,,8 گیگابایت,2133 مگا هرتز,256 گیگابایت,SSD,AMD,Intel Iris Plus Graphics 655,,72074
apple,"
لپ تاپ 16 اینچ اپل مک بوک پرو 2019 مدل MVVK2 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 16-inch MVVK2 Core i9 with Touch Bar and Retina Display Laptop
",32364000,32499000,16 * 245 * 357 میلیمتر,,مک‌بوک,,Retina displayLED‑backlit display with IPS,3072‑by‑1920 native resolution at 226 pixels ,INTEL,Core i9,2.3 گیگا هرتز,4.8 گیگاهرتز,,16 گیگابایت,DDR4,1 ترابایت,SSD,AMD,AMD Radeon Pro 5500M with 4GB of GDDR6Intel UHD Graphics 630,4 گیگابایت,87059
apple,"
لپ تاپ اپل مک بوک پرو مدل MPTT2 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 2017 MPTT2 15.4 inch with Touch Bar and Retina Display Laptop
",97500000,99000000,15 * 241 * 351 میلیمتر,1.8,مک‌بوک,15.4,IPS LCD,1800 * 2880,INTEL,Core i7,2.9 گیگا هرتز,3.9 گیگاهرتز,,16 گیگابایت,DDR3,512 گیگابایت,SSD,AMD Radeon ,Pro 560,4 گیگابایت,51806
apple,"
لپ تاپ اپل مک بوک پرو مدل ام اف 839
","
MacBook Pro MF839 13 inch with Retina Display Laptop
",29550000,29650000,18 * 219 * 314 میلیمتر,1.58,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,5th Generation-Broadwell,2.7 گیگا هرتز,3 مگابایت,8 گیگابایت,DDR3,128 گیگابایت,SSD,Intel,Iris Graphics 6100,,1406
apple,"
لپ تاپ اپل مک بوک پرو مدل MR9R2 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 2018 MR9R2 13 inch with Touch Bar and Retina Display Laptop
",30964000,31099000,15 * 213 * 305 میلیمتر,1.37,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,2.3 گیگا هرتز,3.8 گیگاهرتز,,8 گیگابایت,DDR3,512 گیگابایت,SSD,Intel,Iris Plus Graphics 655,,66958
apple,"
لپ تاپ اپل مک بوک پرو مدل MLH12 دارای تاچ بار
","
MacBook Pro 2016 MLH12 13-inch with Touch Bar and Retina Display Laptop
",74200000,74400000,14.9 * 212 * 304 میلیمتر,1.37,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,2.9 گیگا هرتز,3.3 گیگاهرتز,,8 گیگابایت,DDR3,256 گیگابایت,SSD,Intel,Iris Graphics 550,,48412
apple,"
لپ تاپ 16 اینچ اپل مک بوک پرو 2019 مدل MVVM2 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 16-inch MVVM2 Core i9 with Touch Bar and Retina Display Laptop
",18100000,17000000,16 * 245 * 357 میلیمتر,,مک‌بوک,,Retina displayLED‑backlit display with IPS,3072‑by‑1920 native resolution at 226 pixels ,INTEL,Core i9,2.3 گیگا هرتز,4.8 گیگاهرتز,,16 گیگابایت,DDR4,1 ترابایت,SSD,AMD,AMD Radeon Pro 5500M with 4GB of GDDR6Intel UHD Graphics 630,4 گیگابایت,87060
apple,"
لپ تاپ اپل مک بوک ایر 2020 مدل MVH22
","
MacBook Air 2020 MVH22 13 inch with Retina Display Laptop
",92100000,93100000,212 * 16 * 304 میلیمتر,1.29,مک‌بوک,13.3,LED-backlit display with IPS technology,1600 * 2560,INTEL,Core i5,1.1 گیگاهرتز,3.5 گیگاهرتز,,8 گیگابایت,,512 گیگابایت,SSD,Intel,Intel Iris Plus Graphics,,109472
apple,"
لپ تاپ 13 اینچی اپل مدل MacBook Pro MWP52 2020 Core i5 10th همراه با تاچ بار
","
MacBook Pro MWP52 2020 Core i5 10th 13 inch with Touch Bar and Retina Display Laptop
",10900000,11000000,15 * 212 * 304 میلیمتر,1.4,مک‌بوک,13.3,LED-backlit display with IPS technology,1600 * 2560,INTEL,Core i5,2.0 گیگا هرتز,3.8 گیگاهرتز,,16 گیگابایت,DDR4,1 ترابایت,SSD,Intel,Intel Iris Plus,,109616
apple,"
لپ تاپ اپل مک بوک پرو 2019 مدل MV902 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 2019  MV902 Core i7 15.4 inch with Touch Bar and Retina Display Laptop
",26514000,26699000,15 * 240 * 349 میلیمتر,1.83,مک‌بوک,15.4,IPS LCD,1800 * 2880,INTEL,Core i7,2.6 گیگا هرتز,4.6 گیگاهرتز,,16 گیگابایت,DDR4,256 گیگابایت,SSD,AMD,Radeon Pro 555X with 4GB of GDDR5Intel UHD Graphics 630,4 گیگابایت,72076
apple,"
لپ تاپ اپل مک بوک پرو 2019 مدل MV972 دارای تاچ بار و صفحه نمایش رتینا
","
MacBook Pro 2019  MV972 Core i5 13 inch with Touch Bar and Retina Display Laptop
",29550000,29650000,15 * 213 * 305 میلیمتر,1.37,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,2.4 گیگا هرتز,4.1 گیگاهرتز,,8 گیگابایت,2133 مگا هرتز,512 گیگابایت,SSD,AMD,Intel Iris Plus Graphics 655,,72075
apple,"
لپ تاپ 13 اینچی اپل مدل MacBook Pro MXK32 2020 همراه با تاچ بار
","
MacBook Pro MXK32 2020 Core i5 13 inch with Touch Bar and Retina Display Laptop
",57000000,18730000,15 * 212 * 304 میلیمتر,1.4,مک‌بوک,13.3,LED-backlit display with IPS technology,1600 * 2560,INTEL,Core i5,1.4 گیگاهرتز,3.9 گیگاهرتز,,8 گیگابایت,2133 مگا هرتز,256 گیگابایت,SSD,Intel,Intel Iris Plus Graphics 645,,109610
apple,"
لپ تاپ 13 اینچی اپل مدل MacBook Pro MXK52 2020 همراه با تاچ بار
","
MacBook Pro MXK52 2020 Core i5 13 inch with Touch Bar and Retina Display Laptop
",30184000,30299000,15 * 212 * 304 میلیمتر,1.4,مک‌بوک,13.3,LED-backlit display with IPS technology,1600 * 2560,INTEL,Core i5,1.4 گیگاهرتز,3.9 گیگاهرتز,,8 گیگابایت,2133 مگا هرتز,512 گیگابایت,SSD,Intel,Intel Iris Plus Graphics 645,,109612
apple,"
لپ تاپ اپل مک بوک ایر 2020 مدل MWTJ2 با پردازنده i3
","
MacBook Air 2020 MWTJ2 13 inch with Retina Display Laptop
",18574000,18699000,212 * 16 * 304 میلیمتر,1.29,مک‌بوک,13.3,LED-backlit display with IPS technology,1600 * 2560,INTEL,Core i3,1.1 گیگاهرتز,3.2 گیگاهرتز,,8 گیگابایت,,256 گیگابایت,SSD,Intel,Intel Iris Plus Graphics,,109475
